,bps,total_points,games,time,goals,xG,assists,xA,shots,key_passes,npg,npxG,xGChain,xGBuildup,opp_shots,opp_goals,opp_xG,opp_against_shots,opp_against_goals,opp_against_xG
3288,11,1,20,754,0,0.6083908993750811,4,1.3976509422063828,7,18,0,0.6083908993750811,3.379533653147518,2.681559449993074,430,34,51.04135813936591,573,57,69.68157005030662
3290,0,0,6,340,1,0.7290570810437202,0,0.0,3,0,1,0.7290570810437202,0.1063892990350723,0.0669699981808662,575,68,83.38727551419288,390,33,44.09502522367984
3293,15,5,35,2675,6,5.228078290820122,7,5.728406075388193,33,42,6,5.228078290820122,14.287118025124071,6.712041646242142,602,94,87.5468477671966,294,33,35.49565150868148
3294,0,0,7,200,0,0.120240394026041,0,0.0,2,0,0,0.120240394026041,0.3834709972143173,0.3834709972143173,427,40,43.76600298844278,459,49,55.09286420047283
3296,0,0,25,1101,1,1.6111805494874716,5,4.724137527868152,28,31,1,1.6111805494874716,8.289438785985112,3.2378203477710485,427,40,43.76600298844278,459,49,55.09286420047283
3297,2,1,27,1273,4,4.823006581515074,0,0.5260727815330029,23,5,4,4.823006581515074,5.668356010690332,1.6416367096826434,370,38,42.29227340361104,557,68,69.67875737557188
3298,0,0,33,2306,7,9.245785741135478,5,7.035773795098066,52,40,7,9.245785741135478,21.043237909674644,9.100571872666478,419,51,51.5329648591578,578,68,65.14319821633399
3299,0,0,21,738,0,0.3241226226091385,0,0.0507442839443683,4,2,0,0.3241226226091385,1.104828191921115,0.8530487809330225,483,38,53.08860981464386,441,47,58.29535513930023
3302,0,0,25,2004,1,0.1913936026394367,0,0.5267390348017216,3,2,1,0.1913936026394367,3.169893989339471,3.1547346897423267,522,70,60.43706954689696,520,63,53.026400515809655
3304,2,1,12,132,0,0.3294837065041065,2,1.042964968830347,4,6,0,0.3294837065041065,0.7678957134485245,0.1702418066561222,594,58,75.74508742708713,480,43,51.70642548147589
3305,8,1,37,3260,0,1.945255502127111,2,3.062078721821308,22,23,0,1.945255502127111,9.57805674150586,5.399344060570002,464,48,51.998012396506965,529,78,71.88791078515351
3307,0,0,29,1087,2,1.8703890815377235,3,1.3884916454553604,18,12,2,1.8703890815377235,5.573958999477327,2.747893917374313,522,70,60.43706954689696,520,63,53.026400515809655
3309,19,1,33,2900,1,0.4944004062563181,0,0.0717986021190881,3,3,1,0.4944004062563181,6.860465005040169,6.813478998839855,522,70,60.43706954689696,520,63,53.026400515809655
3311,25,5,28,2251,1,1.4655719939619305,0,0.3378884494304657,7,10,1,1.4655719939619305,3.974868109449744,3.709601128473878,575,68,83.38727551419288,390,33,44.09502522367984
3314,7,0,27,2228,0,0.654550208710134,2,0.7119171218946576,8,8,0,0.654550208710134,4.627194926142693,4.006118912249804,483,38,53.08860981464386,441,47,58.29535513930023
3315,7,3,32,1602,1,2.027079835534096,2,3.9797140900045633,36,26,1,2.027079835534096,14.912637444213033,10.783384276553988,430,34,51.04135813936591,573,57,69.68157005030662
3316,8,0,36,3186,0,1.059426173567772,0,0.2720854748040437,17,6,0,1.059426173567772,4.464030422270298,3.8801174629479647,410,58,62.64052318222821,562,46,55.60994510445744
3318,27,6,28,1120,5,6.133550511673093,5,3.7054135501384735,39,22,4,5.372381644323468,9.021692022681236,1.8175414633005855,617,72,84.13641863968223,394,53,56.97241372987628
3321,0,0,5,55,0,0.0622584000229835,0,0.0,2,0,0,0.0622584000229835,0.0722723975777626,0.0300198998302221,414,36,39.73569872695953,530,73,69.8616302870214
3323,0,0,12,982,1,1.3261511586606505,2,1.0489701740443709,14,3,1,1.3261511586606505,1.2412088364362717,0.4877051580697298,610,75,85.09102913178504,371,47,58.97577587934211
3325,9,2,26,1640,0,0.0206572990864515,0,0.2854275647550821,1,11,0,0.0206572990864515,3.210264626890421,3.0059440191835165,617,72,84.13641863968223,394,53,56.97241372987628
3328,21,6,38,1583,7,5.207585535943508,3,2.6399280801415443,32,13,7,5.207585535943508,11.27296715322882,4.301408238708973,464,48,51.998012396506965,529,78,71.88791078515351
3330,0,0,1,5,0,0.0653707012534141,0,0.0,1,0,0,0.0653707012534141,0.0653707012534141,0.0,410,58,62.64052318222821,562,46,55.60994510445744
3331,0,0,15,542,1,2.122752519324422,0,0.3434317037463188,16,4,1,2.122752519324422,2.808082729578018,0.5031093060970306,475,42,52.75659039057791,501,55,56.92689578980208
3332,0,0,10,230,1,0.6443301560357213,0,0.3371060192584991,3,1,1,0.6443301560357213,1.1725098555907607,0.1910736504942178,483,38,53.08860981464386,441,47,58.29535513930023
3333,0,0,8,373,0,0.8422358185052872,1,1.504247609525919,8,11,0,0.8422358185052872,2.61279970407486,0.4408004991710186,617,72,84.13641863968223,394,53,56.97241372987628
3337,11,1,27,2000,0,1.5340027026832104,0,0.5189482178539038,18,6,0,1.5340027026832104,9.7150968182832,9.189998405054212,419,51,51.5329648591578,578,68,65.14319821633399
3338,27,6,38,3420,1,3.02016625367105,1,3.46320622228086,31,15,1,3.02016625367105,6.181014558300376,5.973101237788796,610,75,85.09102913178504,371,47,58.97577587934211
3339,0,0,11,534,1,0.9587988276034594,0,0.7506909966468811,6,4,1,0.9587988276034594,3.478168949484825,2.3341952990740538,430,34,51.04135813936591,573,57,69.68157005030662
3340,0,0,17,1197,2,6.498087804764509,1,1.2365073096007109,31,9,1,5.736918967217207,8.038987591862679,1.9899096544831991,610,75,85.09102913178504,371,47,58.97577587934211
3342,0,0,6,232,1,0.4420046992599964,0,0.5711894929409027,2,6,1,0.4420046992599964,2.0923749804496765,1.671343982219696,617,72,84.13641863968223,394,53,56.97241372987628
3345,0,0,12,665,1,0.8726177029311657,0,0.2881163954734802,10,6,1,0.8726177029311657,2.7494057435542345,1.9657854363322256,431,55,51.374790051952,506,53,76.09509134711698
3346,0,0,16,742,2,1.1926603838801384,1,0.9687040857970716,8,14,2,1.1926603838801384,3.4976200629025698,1.924544109031558,419,51,51.5329648591578,578,68,65.14319821633399
3347,12,2,33,2815,2,1.4715977106243372,1,1.6204578075557947,17,7,2,1.4715977106243372,11.746883509680629,11.003167567774652,431,55,51.374790051952,506,53,76.09509134711698
3348,10,1,25,1550,0,0.856397295370698,1,1.7559158895164728,9,15,0,0.856397295370698,6.833013786934316,4.327356296591461,475,42,52.75659039057791,501,55,56.92689578980208
3349,4,2,27,1101,1,5.434799870476127,0,0.3525178078562021,32,7,1,5.434799870476127,4.559445133432746,1.5640029106289148,610,75,85.09102913178504,371,47,58.97577587934211
3354,0,0,19,950,6,5.667327303439379,2,0.6870213840156794,36,11,6,5.667327303439379,8.419608421623707,2.7216656310483813,419,51,51.5329648591578,578,68,65.14319821633399
3355,19,4,31,1860,1,1.469770667143166,0,1.4695117715746164,25,15,1,1.469770667143166,4.353955543600023,2.086893640458584,357,37,40.80111336475238,627,71,72.09495181264356
3356,6,2,34,2692,1,1.9473767010495069,3,3.408585306257009,42,18,1,1.9473767010495069,10.670297458767893,6.900125402957201,602,94,87.5468477671966,294,33,35.49565150868148
3360,44,11,30,1164,4,4.064196912571788,4,2.733729289844632,30,17,4,4.064196912571788,8.224425293505192,1.5247648544609549,617,72,84.13641863968223,394,53,56.97241372987628
3363,0,0,25,1519,5,3.214016545563936,2,2.4725133273750544,20,22,5,3.214016545563936,5.765182003378868,1.7658195812255144,610,75,85.09102913178504,371,47,58.97577587934211
3366,15,1,34,3060,0,0.0571881011128425,0,0.0,1,0,0,0.0571881011128425,1.4994192942976952,1.4994192942976952,410,58,62.64052318222821,562,46,55.60994510445744
3372,0,0,18,1059,3,1.2679023258388042,1,1.010046985000372,15,14,3,1.2679023258388042,6.753665236756206,4.948233054950833,430,34,51.04135813936591,573,57,69.68157005030662
3373,13,1,16,1242,1,1.0140665946528316,1,3.066504817456007,16,21,1,1.0140665946528316,5.8419587938115,4.731684633530676,475,42,52.75659039057791,501,55,56.92689578980208
3374,0,0,13,947,1,1.0882597099989653,0,0.0416763015091419,5,1,1,1.0882597099989653,2.0971209220588207,2.0786672607064247,416,31,38.416544328443706,557,58,64.12520449981093
3376,0,0,31,2570,1,0.9740113597363234,2,3.826654343865812,14,34,1,0.9740113597363234,12.464829174801707,10.296980248764156,596,88,81.363066569902,342,43,46.43951691221446
3378,4,0,37,3257,2,1.9257993642240765,3,3.172707935795188,18,21,2,1.9257993642240765,11.603145258501172,8.605382116511464,617,72,84.13641863968223,394,53,56.97241372987628
3380,15,2,15,732,0,0.1307045519351959,0,0.0456785000860691,2,2,0,0.1307045519351959,0.7480293493717909,0.6000321935862303,594,58,75.74508742708713,480,43,51.70642548147589
3381,0,0,14,904,0,0.2003175821155309,0,1.379109164699912,5,11,0,0.2003175821155309,6.51468688249588,5.571969419717789,432,51,53.06513203680515,433,46,59.01182442111895
3385,0,0,3,74,0,0.0730345025658607,0,0.0,2,0,0,0.0730345025658607,0.0804667994379997,0.0261832997202873,602,94,87.5468477671966,294,33,35.49565150868148
3386,19,3,31,2589,1,0.7199479946866632,5,2.3401720114052296,13,23,1,0.7199479946866632,6.948736446909607,4.787528486922383,522,70,60.43706954689696,520,63,53.026400515809655
3387,0,0,31,1911,18,18.856768030673265,5,3.567963434383273,73,24,15,16.57326026633382,15.5175623819232,1.810890594497323,427,40,43.76600298844278,459,49,55.09286420047283
3388,0,0,27,733,0,0.3038469729945063,1,0.2897520996630192,7,4,0,0.3038469729945063,3.40417211316526,2.8529709093272686,594,58,75.74508742708713,480,43,51.70642548147589
3389,10,2,31,2369,8,7.842695340514183,4,3.444544769823551,54,37,8,7.081526502966881,23.573771215975285,15.498776016756892,432,51,53.06513203680515,433,46,59.01182442111895
3390,-4,1,28,1523,4,9.774512918666003,2,1.0358418971300123,50,12,4,8.252171130850911,8.993882125243545,1.0394691042602062,410,58,62.64052318222821,562,46,55.60994510445744
3391,0,0,31,2295,2,0.9933742862194777,2,2.469028750434518,14,20,2,0.9933742862194777,8.73275038599968,7.62914814800024,431,55,51.374790051952,506,53,76.09509134711698
3392,27,6,24,2096,1,0.6148279123008251,1,0.4616532074287534,4,4,1,0.6148279123008251,2.696392798796296,2.2494612988084555,610,75,85.09102913178504,371,47,58.97577587934211
3394,10,2,35,3150,1,1.2113220421597362,2,1.1698964163661003,7,5,1,1.2113220421597362,11.514379546046255,10.62966813147068,602,94,87.5468477671966,294,33,35.49565150868148
3395,10,1,6,138,0,0.0,1,0.5595380067825317,0,2,0,0.0,0.665716927498579,0.1061783991754055,522,70,60.43706954689696,520,63,53.026400515809655
3398,11,3,33,2520,4,6.325153514742851,1,3.608845199458301,59,36,2,4.802815888077021,9.126681806519628,3.215145505964756,610,75,85.09102913178504,371,47,58.97577587934211
3399,0,1,17,770,0,0.7552167885005474,3,1.5724477292969825,9,13,0,0.7552167885005474,2.504967577755451,0.7153982073068619,522,70,60.43706954689696,520,63,53.026400515809655
3400,3,1,35,3088,0,0.0579266995191574,1,1.0235916152596474,3,21,0,0.0579266995191574,8.392814400605857,7.63532301876694,522,70,60.43706954689696,520,63,53.026400515809655
3401,0,0,19,1436,0,1.1713167987763882,0,1.153474660590291,10,15,0,1.1713167987763882,7.755331262946129,6.90122390165925,596,88,81.363066569902,342,43,46.43951691221446
3403,0,0,16,777,0,0.8283093441277742,1,0.4450816921889782,9,7,0,0.8283093441277742,1.719324741512537,0.9061288554221392,610,75,85.09102913178504,371,47,58.97577587934211
3405,33,9,37,3330,0,0.0,1,0.3126417994499206,0,2,0,0.0,2.1473599188029766,2.079159121960401,610,75,85.09102913178504,371,47,58.97577587934211
3406,34,5,37,3261,9,5.954401790164411,8,11.246030485257506,40,80,9,5.954401790164411,25.252408916130666,15.00836755335331,419,51,51.5329648591578,578,68,65.14319821633399
3409,0,0,29,2272,0,1.069366091862321,1,0.2808441743254661,15,7,0,1.069366091862321,12.94707053154707,12.824845530092716,432,51,53.06513203680515,433,46,59.01182442111895
3415,0,0,6,93,0,0.1077635008841753,0,0.2604870051145553,2,4,0,0.1077635008841753,0.4032813981175422,0.1637520976364612,370,38,42.29227340361104,557,68,69.67875737557188
3416,0,0,22,1794,1,1.347744394093752,3,3.110040994361043,19,12,1,1.347744394093752,5.920882418751717,5.308457598090172,464,48,51.998012396506965,529,78,71.88791078515351
3419,3,1,20,414,0,0.2084955014288425,0,0.1961832959204912,5,4,0,0.2084955014288425,2.6817909218370914,2.4700611047446728,419,51,51.5329648591578,578,68,65.14319821633399
3421,9,0,20,1568,0,0.072630500420928,0,0.8567974828183651,2,8,0,0.072630500420928,3.309428296983242,2.500349510461092,357,37,40.80111336475238,627,71,72.09495181264356
3422,-1,1,1,48,0,0.5194780230522156,0,0.0,1,0,0,0.5194780230522156,0.0,0.0,414,36,39.73569872695953,530,73,69.8616302870214
3423,10,3,34,2562,3,3.445598446764052,1,2.2960132341831923,28,18,3,3.445598446764052,6.818669021129608,4.326487619429827,575,68,83.38727551419288,390,33,44.09502522367984
3428,5,3,38,2738,4,2.751328118145466,3,3.050740525126457,32,30,4,2.751328118145466,7.421665016561747,3.225975366309285,575,68,83.38727551419288,390,33,44.09502522367984
3430,0,0,28,2231,0,0.4190359637141227,1,3.1738543678075075,9,40,0,0.4190359637141227,6.406579466536641,5.813743421807885,483,38,53.08860981464386,441,47,58.29535513930023
3431,6,1,34,2609,0,1.0899251960217953,8,6.820856744423509,13,52,0,1.0899251960217953,13.145072411745788,10.343505259603262,430,34,51.04135813936591,573,57,69.68157005030662
3435,37,9,38,3414,30,23.06444012373686,3,7.547407771460712,133,57,25,18.49742721766233,25.07911798357964,5.095352162607014,431,55,51.374790051952,506,53,76.09509134711698
3437,0,0,20,798,4,4.214253352954984,2,1.779839888215065,38,13,4,4.214253352954984,8.684670090675354,2.9589081732556224,419,51,51.5329648591578,578,68,65.14319821633399
3440,0,0,13,799,0,0.7159480974078178,1,0.1486973017454147,6,3,0,0.7159480974078178,0.383764199912548,0.1242173947393894,610,75,85.09102913178504,371,47,58.97577587934211
3441,0,0,3,85,0,0.1730169951915741,0,0.0589650012552738,2,1,0,0.1730169951915741,0.2319819927215576,0.0,522,70,60.43706954689696,520,63,53.026400515809655
3445,0,0,19,555,3,3.8779171984642735,2,1.1436776779592035,24,3,3,3.8779171984642735,6.564013659954071,1.711940459907055,596,88,81.363066569902,342,43,46.43951691221446
3451,5,0,26,963,0,2.660358265042305,0,1.7436131360009313,12,11,0,2.660358265042305,5.63767113443464,2.2835514806210995,464,48,51.998012396506965,529,78,71.88791078515351
3453,0,0,4,4,0,0.1141080036759376,0,0.0,1,0,0,0.1141080036759376,0.1141080036759376,0.0,431,55,51.374790051952,506,53,76.09509134711698
3454,4,1,38,3130,1,2.2566577959805727,0,2.0211693542078137,21,16,1,2.2566577959805727,11.169189976528289,10.764644430950284,427,40,43.76600298844278,459,49,55.09286420047283
3456,13,2,27,1700,1,1.3262846283614635,2,1.793226939626038,23,23,1,1.3262846283614635,8.143409481272101,5.918664623051882,475,42,52.75659039057791,501,55,56.92689578980208
3458,5,0,8,646,0,0.301153801381588,0,0.0,6,0,0,0.301153801381588,0.9053538031876088,0.9053538031876088,410,58,62.64052318222821,562,46,55.60994510445744
3463,0,0,6,166,0,0.2445639120414853,0,0.1819901317358017,5,2,0,0.2445639120414853,0.5240764729678631,0.2133926674723625,370,38,42.29227340361104,557,68,69.67875737557188
3464,0,0,23,988,0,0.1294596353545785,0,0.4400514382869005,6,8,0,0.1294596353545785,4.439508566632867,4.140980340540409,431,55,51.374790051952,506,53,76.09509134711698
3467,11,1,35,1590,3,2.5371697302907705,1,2.6282018795609474,28,21,3,2.5371697302907705,8.282571202144027,3.598362954333425,475,42,52.75659039057791,501,55,56.92689578980208
3468,15,2,23,1809,2,1.0540769854560494,1,0.305135702714324,11,7,2,1.0540769854560494,7.35240276902914,7.254468761384487,475,42,52.75659039057791,501,55,56.92689578980208
3469,13,1,31,2215,1,1.341551687568426,1,1.0200357679277658,14,10,1,1.341551687568426,10.263392875902356,9.933882373385131,419,51,51.5329648591578,578,68,65.14319821633399
3470,9,2,24,1790,0,0.0835402803495526,1,0.6932991156354547,4,7,0,0.0835402803495526,4.049316678196192,3.758611302822828,602,94,87.5468477671966,294,33,35.49565150868148
3473,18,2,38,3378,9,5.408911099657416,4,6.058508426882327,44,72,7,2.3642341531813145,10.5485019069165,8.641763718798757,416,31,38.416544328443706,557,58,64.12520449981093
3475,4,1,28,1391,4,3.559207702055573,2,1.4241413976997137,29,16,4,3.559207702055573,6.061167903244495,1.573473684489727,410,58,62.64052318222821,562,46,55.60994510445744
3476,0,0,16,750,0,0.1488308310508728,0,0.3812321983277797,3,2,0,0.1488308310508728,3.684811688959599,3.684811688959599,596,88,81.363066569902,342,43,46.43951691221446
3477,0,0,7,157,0,0.08036869764328,0,0.1288376990705728,2,3,0,0.08036869764328,1.023649286478758,0.8748480901122093,596,88,81.363066569902,342,43,46.43951691221446
3478,0,0,25,1511,0,0.3268246091902256,0,1.4374469444155693,9,13,0,0.3268246091902256,6.943540018051863,6.189002115279436,475,42,52.75659039057791,501,55,56.92689578980208
3479,3,2,26,1710,6,3.789094930514693,3,4.790035545825958,21,43,6,3.789094930514693,15.04737131856382,7.707608195021747,596,88,81.363066569902,342,43,46.43951691221446
3480,11,2,22,1376,0,0.1680589988827705,0,0.7472324855625629,5,9,0,0.1680589988827705,6.350732691586018,5.691335782408714,596,88,81.363066569902,342,43,46.43951691221446
3482,34,9,21,1443,0,0.120236212387681,0,0.0427149012684822,7,1,0,0.120236212387681,6.305879516527057,6.20889599993825,430,34,51.04135813936591,573,57,69.68157005030662
3483,9,2,37,2898,5,1.9304941780865192,6,3.59164313133806,23,48,5,1.9304941780865192,9.59474617615342,6.600326562300324,464,48,51.998012396506965,529,78,71.88791078515351
3485,0,0,8,288,0,0.5538489818572998,0,0.0,2,0,0,0.5538489818572998,0.2988718040287494,0.2795934043824672,419,51,51.5329648591578,578,68,65.14319821633399
3487,5,1,30,1017,4,9.223067251965404,1,1.481980249285698,41,9,4,9.223067251965404,10.200598530471323,1.7821177616715431,594,58,75.74508742708713,480,43,51.70642548147589
3490,25,5,32,2839,3,3.122492080554366,1,1.1658173147588968,30,7,3,3.122492080554366,14.182128950953484,14.01483904197812,430,34,51.04135813936591,573,57,69.68157005030662
3491,0,0,7,606,2,1.6610938757658005,0,0.0843361243605613,8,1,2,1.6610938757658005,0.7217651586979628,0.1148442979902029,610,75,85.09102913178504,371,47,58.97577587934211
3493,0,0,28,2178,0,0.3386984970420599,0,0.4867018014192581,8,12,0,0.3386984970420599,4.259000528603792,3.825942753814161,357,37,40.80111336475238,627,71,72.09495181264356
3495,0,1,30,2120,2,2.6102962754666805,7,5.482720654457808,43,47,2,2.6102962754666805,9.842267464846373,4.0003888993524015,431,55,51.374790051952,506,53,76.09509134711698
3496,22,8,33,2031,4,4.778411947190762,4,5.5339578883722425,51,30,4,4.778411947190762,13.001362528651953,3.578845404088497,602,94,87.5468477671966,294,33,35.49565150868148
3497,8,2,30,2485,10,8.489387180656195,9,7.773198906332254,85,69,9,6.967049431055784,15.354668013751509,6.399377454072237,617,72,84.13641863968223,394,53,56.97241372987628
3499,0,0,14,336,0,0.913382014259696,1,0.6336369244381785,11,5,0,0.913382014259696,2.081893088296056,0.8175896219909191,432,51,53.06513203680515,433,46,59.01182442111895
3500,0,0,18,845,0,0.3042332818731665,0,0.1408364623785019,6,2,0,0.3042332818731665,2.7923527229577303,2.643001276999712,431,55,51.374790051952,506,53,76.09509134711698
3501,9,2,28,1919,6,7.405153378844261,3,4.861129405908287,41,34,6,7.405153378844261,13.539876326918602,3.041725432500243,475,42,52.75659039057791,501,55,56.92689578980208
3502,0,0,35,2084,0,0.8594531016424298,2,3.592609709128737,23,31,0,0.8594531016424298,13.003664009273052,10.28102646395564,430,34,51.04135813936591,573,57,69.68157005030662
3503,28,9,26,1788,0,0.1207122802734375,0,0.0746328979730606,3,2,0,0.1207122802734375,3.1115625351667404,3.036929935216904,414,36,39.73569872695953,530,73,69.8616302870214
3504,2,1,24,779,1,1.8723955135792492,1,0.4368242975324392,18,12,1,1.8723955135792492,3.675874702632427,1.6829779082909226,475,42,52.75659039057791,501,55,56.92689578980208
3505,28,7,30,1204,3,1.7566156624816358,1,0.9099286124110222,21,12,3,1.7566156624816358,3.687783553730696,2.180652843788266,370,38,42.29227340361104,557,68,69.67875737557188
3506,13,0,29,2217,2,1.3350814320147038,1,2.1753706987947226,16,13,2,1.3350814320147038,5.012533586472273,3.33086527697742,410,58,62.64052318222821,562,46,55.60994510445744
3507,20,6,17,575,0,0.0252592992037534,0,0.3976358901709318,1,10,0,0.0252592992037534,1.6489808280020952,1.5293232388794422,427,40,43.76600298844278,459,49,55.09286420047283
3511,15,2,26,1842,0,1.7420261716470122,2,1.0617644041776657,26,7,0,1.7420261716470122,3.5049553960561752,1.5388160664588213,357,37,40.80111336475238,627,71,72.09495181264356
3513,0,0,14,318,0,0.0993134919553995,0,0.3778975680470466,2,2,0,0.0993134919553995,0.9255801159888506,0.5184373408555984,602,94,87.5468477671966,294,33,35.49565150868148
3514,0,0,23,1686,1,0.2670318866148591,0,1.4559272825717926,7,4,1,0.2670318866148591,4.157558128237724,2.552595190703869,610,75,85.09102913178504,371,47,58.97577587934211
3515,6,1,17,540,0,1.0850969199091196,0,0.3165547512471676,8,8,0,1.0850969199091196,2.7462167609483004,1.4620534982532265,416,31,38.416544328443706,557,58,64.12520449981093
3517,0,0,20,1149,2,3.126369597390294,2,1.8109254278242588,20,15,2,3.126369597390294,4.903730925172567,0.985082202591002,416,31,38.416544328443706,557,58,64.12520449981093
3519,12,1,27,2148,0,0.1806397484615445,1,2.275553598999977,6,25,0,0.1806397484615445,4.774060698226094,3.4378814958035946,483,38,53.08860981464386,441,47,58.29535513930023
3520,0,0,5,16,0,0.0223742593079805,0,0.0,1,0,0,0.0223742593079805,0.0,0.0,522,70,60.43706954689696,520,63,53.026400515809655
3522,0,0,26,1964,3,0.789253355935216,1,1.2889635181054473,13,8,3,0.789253355935216,4.219320389442146,3.0240348298102617,410,58,62.64052318222821,562,46,55.60994510445744
3523,4,1,30,1941,5,5.864552567712963,10,6.157492842525244,43,51,4,5.1033805115148425,18.33359582722187,11.644092932343485,432,51,53.06513203680515,433,46,59.01182442111895
3526,0,0,35,1562,8,8.25754163786769,2,1.4635955430567265,42,15,6,6.735200669616461,8.444588728249073,0.8141068425029516,602,94,87.5468477671966,294,33,35.49565150868148
3529,14,2,23,1770,5,3.9280984150245786,4,2.7044622469693422,37,17,5,3.9280984150245786,7.433676986023784,2.7403341960161924,370,38,42.29227340361104,557,68,69.67875737557188
3531,0,0,11,565,0,0.1604539966210723,0,0.3491519913077354,6,6,0,0.1604539966210723,0.9701165091246368,0.8328676056116819,427,40,43.76600298844278,459,49,55.09286420047283
3532,0,0,20,1350,0,0.2323515973985195,0,0.0846685543656349,3,3,0,0.2323515973985195,7.236471671611071,7.146713148802519,596,88,81.363066569902,342,43,46.43951691221446
3534,5,1,35,1819,5,5.535292422398925,2,1.2745107971131802,39,17,5,5.535292422398925,7.545081002637744,2.812871368601918,575,68,83.38727551419288,390,33,44.09502522367984
3538,2,1,11,480,0,0.0,0,0.2822478041052818,0,2,0,0.0,0.5764240063726902,0.3181040026247501,357,37,40.80111336475238,627,71,72.09495181264356
3539,5,1,22,353,0,1.1292364411056042,1,1.5604944918304682,11,9,0,1.1292364411056042,3.589391114190221,1.5997926257550716,427,40,43.76600298844278,459,49,55.09286420047283
3540,6,1,22,594,5,5.5473707262426615,0,1.1680052187293768,27,8,5,5.5473707262426615,7.276752598583698,1.4865605253726244,419,51,51.5329648591578,578,68,65.14319821633399
3542,3,1,33,929,2,1.549193875864148,0,1.6246961504220965,21,12,2,1.549193875864148,5.840297954156995,3.505937293171882,522,70,60.43706954689696,520,63,53.026400515809655
3543,0,0,24,1344,2,1.833498403429985,4,2.921407464891672,22,22,2,1.833498403429985,5.230319026857615,1.9364304393529888,410,58,62.64052318222821,562,46,55.60994510445744
3545,0,0,31,2508,2,2.0692426282912493,0,0.5055976919829845,8,5,2,2.0692426282912493,4.307535422034562,3.9094908265396953,370,38,42.29227340361104,557,68,69.67875737557188
3546,29,5,31,2365,3,2.239441570825875,2,4.528865018859506,31,30,2,0.7171045774593949,14.306540120393038,11.20656917989254,617,72,84.13641863968223,394,53,56.97241372987628
3548,13,2,29,1842,2,1.2091420125216246,2,2.266822852194309,29,15,2,1.2091420125216246,4.521617898717523,2.6945367883890867,416,31,38.416544328443706,557,58,64.12520449981093
3550,13,2,37,2911,3,2.1825738195329905,4,3.5145126404240727,20,35,3,2.1825738195329905,10.140563977882266,5.457994266413152,522,70,60.43706954689696,520,63,53.026400515809655
3552,14,2,26,2039,0,0.960752010345459,2,0.7074382677674294,13,6,0,0.960752010345459,8.319994319230318,8.151936292648315,431,55,51.374790051952,506,53,76.09509134711698
3553,46,14,35,2882,10,11.532242968678474,2,3.928120201453567,86,47,4,6.965230006724596,19.9106729477644,12.656914940103889,419,51,51.5329648591578,578,68,65.14319821633399
3554,7,3,38,2657,10,6.831764040514827,4,4.619440779089928,70,57,9,6.070595199242234,11.0957055054605,4.369746007025242,575,68,83.38727551419288,390,33,44.09502522367984
3555,0,0,16,408,0,1.2088623978197577,1,1.1436329931020737,10,6,0,1.2088623978197577,3.724183831363917,1.8017782215029,596,88,81.363066569902,342,43,46.43951691221446
3556,4,3,17,997,4,3.568711277097464,2,1.9563428275287151,27,13,4,3.568711277097464,9.511094518005848,4.636049032211304,430,34,51.04135813936591,573,57,69.68157005030662
3559,0,0,12,326,0,0.3138598967343569,1,0.4458680246025324,7,5,0,0.3138598967343569,2.0659322142601013,1.6488532945513723,432,51,53.06513203680515,433,46,59.01182442111895
3563,9,2,37,3203,15,9.137760860845448,7,9.209956639446318,93,77,15,9.137760860845448,27.893760193139315,15.047104069963098,594,58,75.74508742708713,480,43,51.70642548147589
3565,0,0,30,2700,3,3.5859055295586586,0,0.6192105077207088,15,8,3,3.5859055295586586,5.026158023625612,4.340199567377567,464,48,51.998012396506965,529,78,71.88791078515351
3567,0,0,11,174,3,1.8955533094704151,2,1.2082199901342392,12,8,3,1.8955533094704151,3.4097877740859985,0.669681042432785,594,58,75.74508742708713,480,43,51.70642548147589
3570,8,0,14,1257,0,0.1448470018804073,0,0.3056566026061773,5,7,0,0.1448470018804073,3.2727428637444973,2.889558166265488,617,72,84.13641863968223,394,53,56.97241372987628
3571,0,0,7,527,1,0.3382616676390171,0,0.1161900013685226,5,1,1,0.3382616676390171,1.3646280579268932,1.3646280579268932,617,72,84.13641863968223,394,53,56.97241372987628
3573,40,12,37,3261,0,0.0,0,0.0174218993633985,0,1,0,0.0,6.256090926006436,6.238660858944058,427,40,43.76600298844278,459,49,55.09286420047283
3574,0,0,23,1510,1,0.2079088976606726,0,0.542324174195528,7,10,1,0.2079088976606726,5.209485713392496,4.576617915183306,431,55,51.374790051952,506,53,76.09509134711698
3575,13,5,17,810,2,2.117515377700329,0,1.040791004896164,18,6,2,2.117515377700329,4.331894390285015,2.0439960788935423,431,55,51.374790051952,506,53,76.09509134711698
3576,12,2,29,2044,1,0.3949361126869917,0,0.7811885923147202,15,14,1,0.3949361126869917,6.350133599713445,5.585736140608788,602,94,87.5468477671966,294,33,35.49565150868148
3578,27,7,36,2822,7,4.894198485650122,1,3.457261343486607,38,27,7,4.894198485650122,9.995119906961918,3.561682090163231,370,38,42.29227340361104,557,68,69.67875737557188
3580,0,0,4,52,0,0.0267488993704319,0,0.0846412032842636,1,2,0,0.0267488993704319,0.2599279023706913,0.2194729037582874,575,68,83.38727551419288,390,33,44.09502522367984
3581,13,2,36,3223,1,5.092751467600465,3,2.4296507444232702,56,19,1,5.092751467600465,10.184462796896696,8.898998957127333,357,37,40.80111336475238,627,71,72.09495181264356
