,bps,total_points,games,time,goals,xG,assists,xA,shots,key_passes,npg,npxG,xGChain,xGBuildup,opp_shots,opp_goals,opp_xG,opp_against_shots,opp_against_goals,opp_against_xG
44,17,2,29,2261,1,0.2631778074428439,0,0.5177656905725598,12,16,1,0.2631778074428439,5.658787712454796,5.163240816444159,522,70,60.43706954689696,520,63,53.026400515809655
45,0,0,9,781,0,0.023081500083208,0,0.0165113992989063,1,1,0,0.023081500083208,1.5337861999869349,1.5337861999869349,419,51,51.5329648591578,578,68,65.14319821633399
46,2,1,27,796,1,0.5347504764795303,1,0.7693945411592722,6,6,1,0.5347504764795303,3.049637194722891,1.980680961161852,596,88,81.363066569902,342,43,46.43951691221446
47,5,2,21,1224,2,2.054455615580082,0,0.9876715950667858,14,9,2,2.054455615580082,3.790229113772512,0.947960801422596,522,70,60.43706954689696,520,63,53.026400515809655
48,3,1,27,1581,1,0.3729460705071687,1,0.4247147068381309,9,3,1,0.3729460705071687,3.288042457774281,2.5542810540646315,575,68,83.38727551419288,390,33,44.09502522367984
50,11,2,27,2367,0,0.859663300216198,1,0.888403657823801,11,8,0,0.859663300216198,11.60316402465105,11.202729418873789,414,36,39.73569872695953,530,73,69.8616302870214
51,25,6,36,2793,5,5.013850751332939,7,5.010656230151653,39,53,5,5.013850751332939,11.75817795842886,4.768079791218042,416,31,38.416544328443706,557,58,64.12520449981093
53,9,0,22,1644,0,0.0,0,0.7021582964807749,0,7,0,0.0,2.412299196235836,2.209689692594111,596,88,81.363066569902,342,43,46.43951691221446
54,0,1,32,1408,2,2.106476968154311,1,2.606352062895894,23,18,2,2.106476968154311,6.877064095810056,2.4147079661488533,522,70,60.43706954689696,520,63,53.026400515809655
59,0,0,7,25,0,0.0,0,0.0817376971244812,0,1,0,0.0,0.124439001083374,0.124439001083374,370,38,42.29227340361104,557,68,69.67875737557188
61,5,1,6,205,0,0.0766704007983207,1,0.4522641953080892,2,3,0,0.0766704007983207,1.0331942196935415,0.653810178861022,594,58,75.74508742708713,480,43,51.70642548147589
62,0,0,25,1598,0,0.7949223592877388,0,0.1997714750468731,9,4,0,0.7949223592877388,7.1020578518509865,7.018729008734226,430,34,51.04135813936591,573,57,69.68157005030662
63,0,0,9,432,0,0.6922851279377937,0,0.4522219896316528,4,1,0,0.6922851279377937,0.3347281888127327,0.3347281888127327,596,88,81.363066569902,342,43,46.43951691221446
68,7,-2,22,1973,0,1.6058198306709528,1,0.6115739094093442,19,7,0,1.6058198306709528,5.882307862862945,5.379752596840262,522,70,60.43706954689696,520,63,53.026400515809655
71,2,1,29,717,2,3.308864532038569,0,0.4064396023750305,28,5,2,3.308864532038569,4.657251037657261,1.3217991441488266,596,88,81.363066569902,342,43,46.43951691221446
72,0,0,7,96,0,0.7647659070789814,0,0.1265218034386634,4,2,0,0.7647659070789814,0.9441559053957462,0.0528680998831987,483,38,53.08860981464386,441,47,58.29535513930023
73,0,0,18,1421,1,0.9520196840167046,0,0.4224689118564129,10,5,1,0.9520196840167046,3.1956543028354645,3.0356351882219315,416,31,38.416544328443706,557,58,64.12520449981093
74,48,13,35,2803,36,32.761399537324905,8,5.8491098545491695,123,29,29,27.433209866285324,31.963398084044456,3.285816218703985,475,42,52.75659039057791,501,55,56.92689578980208
75,4,1,28,1694,0,0.183636961504817,2,2.3000271562486887,6,23,0,0.183636961504817,4.647211663424969,3.693267986178398,432,51,53.06513203680515,433,46,59.01182442111895
77,19,3,32,1837,11,6.185852009803057,6,5.697479462251067,46,44,11,6.185852009803057,17.42637488618493,8.101508693769574,475,42,52.75659039057791,501,55,56.92689578980208
79,0,0,12,958,0,0.1638485975563526,0,0.7961927652359009,3,3,0,0.1638485975563526,0.6675907094031572,0.6675907094031572,575,68,83.38727551419288,390,33,44.09502522367984
